title,type,release_year,runtime,seasons,imdb_score,imdb_votes,tmdb_popularity,tmdb_score,lead_prod_country,prod_countries_cnt,main_genre,dbscan_clusters
Batman Forever,MOVIE,1995,122,0.0,5.4,249764.0,37.57,5.4,US,1,crime,2
The Blair Witch Project,MOVIE,1999,81,0.0,6.5,252881.0,45.595,6.3,US,1,horror,9
Princess Mononoke,MOVIE,1997,134,0.0,8.4,376390.0,41.992,8.3,JP,1,fantasy,47
SLC Punk,MOVIE,1998,97,0.0,7.4,29217.0,8.714,7.2,US,1,comedy,5
The Thirteenth Floor,MOVIE,1999,101,0.0,7.0,71337.0,12.642,7.0,US,2,thriller,1
Airheads,MOVIE,1994,91,0.0,6.1,50586.0,17.572,6.0,US,1,crime,2
MADtv,SHOW,1995,46,15.0,7.2,10791.0,1.089,6.8,US,1,comedy,8
Twin Peaks: Fire Walk with Me,MOVIE,1992,135,0.0,7.2,95320.0,14.968,7.3,FR,2,drama,12
Batman & Robin,MOVIE,1997,125,0.0,3.7,250124.0,42.315,4.3,US,1,fantasy,19
Much Ado About Nothing,MOVIE,1993,111,0.0,7.3,47900.0,9.358,7.0,GB,2,drama,34
Thelma & Louise,MOVIE,1991,130,0.0,7.5,150600.0,15.308,7.5,US,1,drama,0
Deep Blue Sea,MOVIE,1999,105,0.0,5.9,131325.0,20.863,5.9,US,2,scifi,17
Batman Beyond,SHOW,1999,22,3.0,6.6,160.0,37.368,8.2,US,1,action,18
City Slickers,MOVIE,1991,114,0.0,6.8,55781.0,16.002,6.4,US,1,comedy,5
Welcome to the Dollhouse,MOVIE,1996,88,0.0,7.4,34019.0,10.22,7.2,US,1,comedy,5
Batman: Mask of the Phantasm,MOVIE,1993,93,0.0,7.8,49726.0,14.13,7.5,US,1,crime,2
Deep Impact,MOVIE,1998,120,0.0,6.2,176127.0,22.112,6.2,US,1,drama,0
Four Weddings and a Funeral,MOVIE,1994,117,0.0,7.1,150329.0,12.324,6.8,GB,1,romance,131
Coupling,SHOW,2000,29,8.0,8.6,45090.0,10.267,8.0,GB,1,comedy,28
The X Files,MOVIE,1998,121,0.0,7.0,105150.0,18.766,6.8,CA,2,thriller,112
Oz,SHOW,1997,58,6.0,8.7,95985.0,27.354,8.0,US,1,drama,24
InuYasha,SHOW,2000,25,9.0,7.9,15823.0,149.742,8.6,JP,1,action,15
She's All That,MOVIE,1999,95,0.0,5.9,94576.0,19.9,6.3,US,1,romance,3
Menace II Society,MOVIE,1993,97,0.0,7.5,57399.0,15.347,7.5,US,1,drama,0
Dead Man,MOVIE,1995,121,0.0,7.5,95745.0,11.675,7.3,JP,3,western,-1
Funny Games,MOVIE,1997,109,0.0,7.5,72729.0,13.941,7.3,AT,1,thriller,89
The Perfect Storm,MOVIE,2000,130,0.0,6.4,165563.0,17.879,6.4,US,1,thriller,1
Eraser,MOVIE,1996,115,0.0,6.1,109771.0,17.086,6.0,CA,2,thriller,112
Selena,MOVIE,1997,127,0.0,6.8,28515.0,31.403,7.8,US,1,drama,0
Step by Step,SHOW,1991,28,7.0,6.5,14323.0,15.434,7.9,US,1,comedy,8
The Secret Garden,MOVIE,1993,102,0.0,7.3,41034.0,13.536,7.4,GB,2,fantasy,145
The Faculty,MOVIE,1998,104,0.0,6.5,121121.0,12.988,6.5,US,1,horror,9
Malcolm X,MOVIE,1992,202,0.0,7.7,92378.0,12.39,7.5,US,1,drama,0
The Larry Sanders Show,SHOW,1992,25,6.0,8.5,8350.0,10.952,7.9,US,1,comedy,8
The Fisher King,MOVIE,1991,138,0.0,7.5,84471.0,10.757,7.3,US,1,drama,0
How the Grinch Stole Christmas,MOVIE,2000,104,0.0,6.2,240243.0,58.744,6.7,US,2,fantasy,19
Urban Legend,MOVIE,1998,100,0.0,5.6,65707.0,13.21,5.7,FR,3,thriller,102
The Powerpuff Girls,SHOW,1998,18,7.0,7.3,41504.0,44.124,7.6,US,1,action,18
Space Jam,MOVIE,1996,81,0.0,6.5,194349.0,34.437,6.9,US,1,scifi,17
Double Jeopardy,MOVIE,1999,105,0.0,6.5,85401.0,15.676,6.5,US,2,thriller,1
Rurouni Kenshin,SHOW,1996,25,4.0,8.4,19012.0,63.142,8.6,JP,1,action,15
Cronos,MOVIE,1993,94,0.0,6.7,29967.0,10.026,6.6,MX,1,horror,-1
"Ed, Edd n Eddy",SHOW,1999,16,6.0,7.5,36997.0,47.086,7.9,US,2,comedy,8
Assassins,MOVIE,1995,132,0.0,6.3,82307.0,16.682,6.4,FR,2,thriller,102
Nobody's Fool,MOVIE,1994,110,0.0,7.3,20155.0,8.278,6.9,US,1,drama,0
The Pelican Brief,MOVIE,1993,141,0.0,6.6,85684.0,18.082,6.6,US,1,thriller,1
Dexter's Laboratory,SHOW,1996,12,4.0,7.9,47163.0,83.613,7.7,US,1,comedy,8
Home Movies,SHOW,1999,23,4.0,8.2,10188.0,6.55,7.0,US,1,drama,24
Martin,SHOW,1992,23,6.0,7.4,9211.0,17.691,7.8,US,1,drama,24
Cop Land,MOVIE,1997,104,0.0,7.0,92826.0,15.086,6.8,US,1,drama,0
Emma,MOVIE,1996,121,0.0,6.6,38678.0,12.562,6.7,US,1,comedy,5
The Lawnmower Man,MOVIE,1992,108,0.0,5.4,35935.0,10.652,5.5,US,3,scifi,17
Spawn,SHOW,1997,27,3.0,8.1,8579.0,17.185,7.9,US,1,scifi,10
It Could Happen to You,MOVIE,1994,101,0.0,6.4,39213.0,12.147,6.5,US,1,romance,3
Mighty Morphin Power Rangers: The Movie,MOVIE,1995,92,0.0,5.1,27155.0,20.01,5.8,US,2,fantasy,19
The Crying Game,MOVIE,1992,112,0.0,7.2,54973.0,10.212,6.9,JP,3,thriller,-1
Lois & Clark: The New Adventures of Superman,SHOW,1993,46,4.0,6.7,23896.0,37.929,7.1,US,1,scifi,10
Teenage Mutant Ninja Turtles II: The Secret of the Ooze,MOVIE,1991,88,0.0,6.0,55499.0,16.459,6.1,US,2,scifi,17
Fly Away Home,MOVIE,1996,107,0.0,6.9,25370.0,12.683,6.8,US,1,drama,0
Mimic,MOVIE,1997,105,0.0,6.0,50258.0,15.669,6.0,US,1,thriller,1
Return to Me,MOVIE,2000,115,0.0,6.9,21038.0,8.944,6.7,US,1,romance,3
Man Bites Dog,MOVIE,1992,95,0.0,7.4,40505.0,9.623,7.3,BE,1,drama,6
Breakdown,MOVIE,1997,90,0.0,7.0,54172.0,17.202,6.8,US,1,thriller,1
Love & Basketball,MOVIE,2000,124,0.0,7.2,21130.0,12.434,7.5,US,1,drama,0
Happy Together,MOVIE,1997,96,0.0,7.6,16.0,10.997,7.6,JP,3,romance,-1
From the Earth to the Moon,SHOW,1998,53,1.0,8.6,12082.0,10.971,8.3,US,1,action,18
Billy Elliot,MOVIE,2000,110,0.0,7.7,133530.0,17.572,7.6,FR,2,comedy,104
Hard Rain,MOVIE,1998,97,0.0,5.9,35149.0,12.005,5.8,NZ,5,thriller,89
Three Colors: Blue,MOVIE,1993,98,0.0,7.9,99876.0,14.327,7.7,FR,3,drama,12
Outbreak,MOVIE,1995,127,0.0,6.6,128040.0,18.524,6.5,US,1,thriller,1
The Relic,MOVIE,1997,110,0.0,5.8,27260.0,12.693,5.9,GB,5,thriller,35
MouseHunt,MOVIE,1997,99,0.0,6.5,56155.0,15.262,6.5,US,1,comedy,5
Tenacious D,SHOW,1997,12,1.0,8.1,3570.0,4.245,6.9,US,1,comedy,8
Hoop Dreams,MOVIE,1994,174,0.0,8.3,26157.0,6.599,7.7,US,1,documentation,51
Secrets & Lies,MOVIE,1996,142,0.0,8.0,42614.0,10.919,7.6,FR,2,drama,12
Sleeping with the Enemy,MOVIE,1991,99,0.0,6.2,56517.0,17.682,6.4,US,1,drama,0
Rob Roy,MOVIE,1995,139,0.0,6.9,42709.0,10.326,6.8,GB,2,action,40
What Women Want,MOVIE,2000,127,0.0,6.4,205285.0,24.445,6.4,US,1,comedy,5
Lost in Space,MOVIE,1998,130,0.0,5.2,72179.0,18.855,5.3,US,1,scifi,17
Space Ghost Coast to Coast,SHOW,1994,17,12.0,7.9,7087.0,10.438,8.2,US,1,comedy,8
It Takes Two,MOVIE,1995,101,0.0,5.8,22464.0,11.818,6.5,US,1,romance,3
Wonder Boys,MOVIE,2000,111,0.0,7.2,64043.0,8.676,6.9,JP,4,comedy,-1
Three Colors: Red,MOVIE,1994,100,0.0,8.1,101416.0,11.468,8.0,FR,3,romance,-1
Mary Shelley's Frankenstein,MOVIE,1994,123,0.0,6.3,54842.0,13.752,6.4,US,3,horror,9
The Return of the Texas Chainsaw Massacre,MOVIE,1995,95,0.0,3.3,22845.0,29.012,4.2,US,1,horror,9
Superstar,MOVIE,1999,81,0.0,5.1,19060.0,8.972,5.3,CA,1,comedy,29
Porco Rosso,MOVIE,1992,94,0.0,7.7,87051.0,31.201,7.8,JP,1,comedy,-1
Breaking the Waves,MOVIE,1996,159,0.0,7.8,66155.0,13.694,7.5,NL,8,romance,-1
3 Ninjas Knuckle Up,MOVIE,1993,85,0.0,4.2,5842.0,13.154,5.2,US,1,action,22
Mortal Kombat,MOVIE,1995,101,0.0,5.8,116960.0,26.401,5.8,US,1,fantasy,19
Gia,MOVIE,1998,120,0.0,6.9,44829.0,13.566,7.1,US,1,romance,3
Private Parts,MOVIE,1997,109,0.0,6.9,37089.0,9.685,6.6,US,1,drama,0
Chaplin,MOVIE,1992,143,0.0,7.5,57237.0,12.049,7.5,GB,5,drama,-1
Irma Vep,MOVIE,1996,99,0.0,7.0,6792.0,5.518,6.7,FR,1,drama,12
Doctor Dolittle,MOVIE,1998,85,0.0,5.4,96451.0,26.475,5.7,US,1,comedy,5
The Rugrats Movie,MOVIE,1998,79,0.0,5.9,19303.0,45.288,6.2,US,1,comedy,5
Like Water for Chocolate,MOVIE,1992,105,0.0,7.1,17797.0,11.436,7.2,MX,1,drama,88
New Nightmare,MOVIE,1994,112,0.0,6.4,57329.0,22.58,6.4,US,1,fantasy,19
Les Misérables,MOVIE,1998,134,0.0,7.4,40858.0,11.38,7.2,US,1,drama,0
Night on Earth,MOVIE,1991,128,0.0,7.7,59742.0,10.245,7.6,FR,5,comedy,-1
Wild Wild West,MOVIE,1999,106,0.0,4.9,159890.0,20.474,5.3,US,1,western,4
Space Cowboys,MOVIE,2000,124,0.0,6.5,80344.0,16.761,6.4,US,1,action,22
Jason Goes to Hell: The Final Friday,MOVIE,1993,91,0.0,4.1,31951.0,35.011,4.5,US,1,horror,9
Superman: The Animated Series,SHOW,1996,21,4.0,8.1,15563.0,24.495,7.7,US,1,action,18
The Bridges of Madison County,MOVIE,1995,135,0.0,7.6,79902.0,20.397,7.7,US,1,romance,3
Three Colors: White,MOVIE,1994,91,0.0,7.6,72100.0,8.71,7.5,PL,2,comedy,-1
A Perfect Murder,MOVIE,1998,107,0.0,6.5,83965.0,15.283,6.5,US,1,crime,2
Bushwhacked,MOVIE,1995,90,0.0,5.6,6164.0,8.88,5.3,US,1,comedy,5
Sealab 2021,SHOW,2000,11,5.0,7.9,7960.0,8.539,7.7,US,1,comedy,8
Rugrats in Paris: The Movie,MOVIE,2000,78,0.0,6.1,12486.0,14.075,6.6,US,2,animation,36
Whisper of the Heart,MOVIE,1995,111,0.0,7.9,60618.0,50.041,7.9,JP,1,drama,84
Book of Shadows: Blair Witch 2,MOVIE,2000,90,0.0,4.0,37708.0,25.531,4.2,US,1,thriller,1
Teenage Mutant Ninja Turtles III,MOVIE,1993,96,0.0,4.7,33128.0,15.356,5.4,HK,2,fantasy,-1
Taste of Cherry,MOVIE,1997,99,0.0,7.7,29925.0,6.021,7.6,FR,2,drama,12
Speed 2: Cruise Control,MOVIE,1997,121,0.0,3.9,80405.0,17.517,4.5,US,1,thriller,1
Freddy's Dead: The Final Nightmare,MOVIE,1991,89,0.0,4.7,45744.0,31.034,5.3,US,1,horror,9
The Truth About Cats & Dogs,MOVIE,1996,93,0.0,6.3,27754.0,7.652,5.9,US,1,comedy,5
Disturbing Behavior,MOVIE,1998,84,0.0,5.6,22611.0,11.26,5.7,AU,2,horror,-1
All the Pretty Horses,MOVIE,2000,117,0.0,5.8,14916.0,10.573,5.9,US,1,western,4
Muppets from Space,MOVIE,1999,87,0.0,6.2,19343.0,13.668,6.1,US,1,fantasy,19
School Ties,MOVIE,1992,106,0.0,6.9,24080.0,8.071,6.4,US,1,drama,0
Only Yesterday,MOVIE,1991,119,0.0,7.6,30768.0,13.584,7.3,JP,1,romance,-1
Ricochet,MOVIE,1991,109,0.0,6.1,18053.0,9.047,6.1,US,1,thriller,1
"Harvey Birdman, Attorney at Law",SHOW,2000,12,4.0,8.0,11485.0,15.964,8.3,US,1,scifi,10
The Dark Half,MOVIE,1993,122,0.0,6.0,17466.0,9.909,6.0,US,1,thriller,1
Benny's Video,MOVIE,1993,110,0.0,7.2,16236.0,8.323,7.1,AT,2,thriller,89
The River Wild,MOVIE,1994,111,0.0,6.4,45836.0,12.544,6.4,US,1,thriller,1
George Carlin: Jammin' in New York,MOVIE,1992,59,0.0,8.7,3581.0,5.37,8.0,US,1,comedy,5
Europa,MOVIE,1991,113,0.0,7.6,21175.0,7.47,7.4,SE,4,drama,6
Next Friday,MOVIE,2000,98,0.0,6.1,40157.0,19.615,6.4,US,1,comedy,5
Rush,MOVIE,1991,120,0.0,6.7,8822.0,8.907,6.9,US,1,crime,2
Dave Chappelle: Killin' Them Softly,MOVIE,2000,57,0.0,8.8,9877.0,5.792,8.1,US,1,comedy,5
Waiting to Exhale,MOVIE,1995,127,0.0,5.9,10828.0,8.776,6.3,US,1,drama,0
Larry David: Curb Your Enthusiasm,MOVIE,1999,59,0.0,8.4,4995.0,4.445,7.8,US,1,comedy,5
Static Shock,SHOW,2000,21,4.0,7.3,5896.0,17.875,8.1,US,1,scifi,10
A Very Brady Sequel,MOVIE,1996,90,0.0,5.8,10867.0,10.599,5.9,US,1,comedy,5
Buena Vista Social Club,MOVIE,1999,105,0.0,7.6,19178.0,6.749,7.6,DE,5,documentation,-1
City Slickers II: The Legend of Curly's Gold,MOVIE,1994,116,0.0,5.5,19557.0,8.597,5.2,US,1,western,4
3 Ninjas: High Noon at Mega Mountain,MOVIE,1998,93,0.0,2.9,12761.0,11.157,4.9,US,1,comedy,5
And the Band Played On,MOVIE,1993,140,0.0,7.8,10168.0,4.451,6.5,US,1,drama,0
Radio Flyer,MOVIE,1992,114,0.0,6.9,13381.0,10.609,7.1,US,1,drama,0
The Ladies Man,MOVIE,2000,84,0.0,5.1,13181.0,8.055,5.3,US,1,comedy,5
Citizen X,MOVIE,1995,105,0.0,7.5,19690.0,9.52,7.3,US,1,crime,2
Six Degrees of Separation,MOVIE,1993,112,0.0,6.8,21080.0,8.324,6.4,US,1,drama,0
The Peacemaker,MOVIE,1997,124,0.0,6.0,58060.0,15.937,6.0,US,1,action,22
Romeo Must Die,MOVIE,2000,115,0.0,6.1,70029.0,21.798,6.2,US,1,thriller,1
Pom Poko,MOVIE,1994,119,0.0,7.3,29216.0,23.921,7.2,JP,1,fantasy,47
The Daytrippers,MOVIE,1997,87,0.0,7.0,5617.0,3.766,6.5,CA,2,drama,79
Gray's Anatomy,MOVIE,1996,80,0.0,6.7,2352.0,4.58,6.6,US,1,drama,0
Lethal Weapon 3,MOVIE,1992,118,0.0,6.7,166220.0,19.629,6.7,US,1,thriller,1
Mortal Kombat: Conquest,SHOW,1998,45,1.0,6.2,4737.0,12.637,6.9,US,1,scifi,10
Supernova,MOVIE,2000,90,0.0,4.8,17949.0,12.507,5.0,US,2,horror,9
Mickey Blue Eyes,MOVIE,1999,102,0.0,5.9,36504.0,9.67,5.6,GB,2,comedy,11
Mom and Dad Save the World,MOVIE,1992,88,0.0,5.3,4722.0,4.788,4.8,US,1,comedy,5
Lethal Weapon 4,MOVIE,1998,127,0.0,6.6,161404.0,20.504,6.6,US,1,crime,2
The Adventures of Elmo in Grouchland,MOVIE,1999,73,0.0,5.7,3370.0,5.812,6.3,DE,2,fantasy,-1
The Wayans Bros.,SHOW,1995,22,5.0,7.2,5082.0,11.177,7.3,US,1,comedy,8
Steel,MOVIE,1997,97,0.0,3.0,13858.0,6.338,4.4,US,1,scifi,17
The Jamie Foxx Show,SHOW,1996,23,5.0,6.7,3261.0,9.304,6.5,US,1,comedy,8
Chris Rock: Bigger & Blacker,MOVIE,1999,65,0.0,8.0,7072.0,3.034,7.5,US,1,comedy,5
Harley Davidson and the Marlboro Man,MOVIE,1991,98,0.0,6.1,20145.0,17.054,6.4,US,1,thriller,1
The Pentagon Wars,MOVIE,1998,104,0.0,7.2,4268.0,4.589,7.0,US,1,comedy,5
Hangin' with Mr. Cooper,SHOW,1992,22,5.0,6.3,3200.0,5.387,6.4,US,1,comedy,8
Free Willy 2: The Adventure Home,MOVIE,1995,95,0.0,5.0,18340.0,21.487,5.9,FR,2,drama,12
Mortal Kombat: Annihilation,MOVIE,1997,95,0.0,3.6,54225.0,25.48,4.5,US,1,fantasy,19
Soul Food,MOVIE,1997,114,0.0,7.0,8071.0,6.671,6.6,US,1,drama,0
Paulie,MOVIE,1998,91,0.0,6.5,15223.0,10.421,6.8,US,1,comedy,5
Arliss,SHOW,1996,26,7.0,7.0,1463.0,7.607,7.0,US,1,comedy,8
Rules of Engagement,MOVIE,2000,128,0.0,6.4,47383.0,14.778,6.2,US,1,action,22
Ocean Waves,MOVIE,1993,72,0.0,6.6,16514.0,12.283,6.4,JP,1,drama,84
The War Room,MOVIE,1993,96,0.0,7.4,4194.0,5.899,7.3,US,1,history,134
Gang Related,MOVIE,1997,102,0.0,6.4,8967.0,8.615,6.5,US,1,thriller,1
The Late Shift,MOVIE,1996,95,0.0,6.8,3436.0,4.627,6.4,US,1,comedy,5
Love and a .45,MOVIE,1994,101,0.0,5.9,4544.0,5.184,5.9,US,1,thriller,1
The Chris Rock Show,SHOW,1997,26,4.0,6.8,744.0,3.734,4.0,US,1,comedy,8
Cast a Deadly Spell,MOVIE,1991,96,0.0,6.4,3726.0,9.178,6.2,US,1,comedy,5
Mary Reilly,MOVIE,1996,104,0.0,5.8,14910.0,10.059,5.9,US,1,thriller,1
Schizopolis,MOVIE,1997,99,0.0,6.7,5665.0,4.945,6.1,US,1,comedy,5
Lawnmower Man 2: Beyond Cyberspace,MOVIE,1996,92,0.0,2.5,9580.0,8.468,2.9,US,1,scifi,17
A Brief History of Time,MOVIE,1991,80,0.0,7.3,5591.0,8.444,7.4,US,3,documentation,51
The Sylvester & Tweety Mysteries,SHOW,1995,18,5.0,7.0,4517.0,18.724,6.2,US,1,comedy,8
Universal Soldier: The Return,MOVIE,1999,82,0.0,4.1,29247.0,14.88,5.6,US,1,scifi,17
HBO Comedy Half Hour,SHOW,1995,28,5.0,8.0,311.0,2.633,3.0,US,1,comedy,-1
Switch,MOVIE,1991,104,0.0,5.8,9577.0,11.378,5.9,US,1,fantasy,19
Lucky Numbers,MOVIE,2000,105,0.0,5.0,10445.0,7.569,5.0,US,2,comedy,5
The Out-of-Towners,MOVIE,1999,92,0.0,5.5,13868.0,7.805,5.6,US,1,comedy,5
Home Fries,MOVIE,1998,93,0.0,5.0,8505.0,6.084,5.1,US,1,romance,3
RKO 281,MOVIE,2000,84,0.0,7.0,6183.0,5.944,6.3,US,2,drama,0
Jason's Lyric,MOVIE,1994,119,0.0,6.6,4140.0,3.587,6.6,US,1,crime,2
The Tuskegee Airmen,MOVIE,1995,106,0.0,7.1,6332.0,7.47,7.1,US,1,drama,0
House Party 2,MOVIE,1991,94,0.0,5.2,6561.0,5.333,5.3,US,1,comedy,5
Dying Young,MOVIE,1991,111,0.0,6.0,16197.0,11.18,6.6,US,1,drama,0
House Party 3,MOVIE,1994,100,0.0,4.6,5269.0,4.092,5.4,US,1,comedy,5
4 Little Girls,MOVIE,1997,102,0.0,7.8,3278.0,5.237,7.2,US,1,documentation,51
My Neighbors the Yamadas,MOVIE,1999,104,0.0,7.1,13901.0,10.007,7.0,JP,1,animation,46
Real Sports with Bryant Gumbel,SHOW,1995,60,28.0,7.5,398.0,3.387,7.5,US,1,sport,-1
Free Willy 3: The Rescue,MOVIE,1997,86,0.0,4.7,10109.0,16.75,6.3,US,1,family,38
Life of Crime 2,MOVIE,1998,119,0.0,8.3,161.0,1.907,7.7,US,1,documentation,51
Company Business,MOVIE,1991,94,0.0,5.6,2887.0,4.035,5.3,US,1,action,22
Against the Wall,MOVIE,1994,111,0.0,6.6,2904.0,4.193,6.0,US,1,drama,0
Lock Up: The Prisoners of Rikers Island,MOVIE,1994,75,0.0,7.7,164.0,1.604,6.5,US,1,documentation,51
All Dogs Go to Heaven 2,MOVIE,1996,82,0.0,5.4,6029.0,12.502,5.8,US,1,fantasy,19
Introducing Dorothy Dandridge,MOVIE,1999,110,0.0,7.1,3627.0,2.978,6.8,US,1,drama,0
The Stranger,MOVIE,1991,114,0.0,8.0,3872.0,2.259,7.3,IN,2,drama,7
Vendetta,MOVIE,1999,117,0.0,6.1,1162.0,3.874,5.0,US,1,drama,0
Tyson,MOVIE,1995,110,0.0,6.2,2190.0,5.172,5.9,US,1,drama,0
Fists of Freedom: The Story of the '68 Summer Games,MOVIE,1999,59,0.0,7.4,89.0,0.6,8.0,US,1,documentation,51
The Parent 'Hood,SHOW,1995,22,5.0,6.8,1145.0,4.595,6.4,US,1,comedy,8
In Vanda's Room,MOVIE,2000,170,0.0,7.1,1519.0,2.651,6.6,PT,3,drama,6
Crashbox,SHOW,1999,26,2.0,8.5,341.0,6.175,10.0,US,2,animation,-1
Into the Arms of Strangers: Stories of the Kindertransport,MOVIE,2000,122,0.0,7.8,1756.0,3.903,7.5,GB,2,history,-1
David Spade: Take the Hit,MOVIE,1998,56,0.0,6.4,346.0,1.364,4.3,US,1,comedy,5
Fled,MOVIE,1996,98,0.0,5.4,9074.0,9.677,5.6,US,1,action,22
When Trumpets Fade,MOVIE,1998,95,0.0,7.0,7345.0,7.597,6.4,US,1,drama,0
The Brak Show,SHOW,2000,11,3.0,7.1,3946.0,4.353,7.6,US,2,comedy,8
In the Gloaming,MOVIE,1997,61,0.0,7.1,1286.0,3.094,6.0,US,1,drama,0
In the House,SHOW,1995,22,5.0,7.5,25.0,5.79,7.6,US,1,reality,14
Witness Protection,MOVIE,1999,105,0.0,6.2,1803.0,4.043,6.8,US,1,drama,0
The Tale of Peter Rabbit,MOVIE,1991,30,0.0,7.3,51.0,2.67,7.5,US,2,animation,36
Dead Silence,MOVIE,1997,105,0.0,6.0,1161.0,1.528,6.4,US,2,thriller,1
Martin Lawrence: You So Crazy,MOVIE,1994,84,0.0,6.5,969.0,1.581,6.7,US,1,comedy,5
The Young Girls Turn 25,MOVIE,1993,64,0.0,7.0,444.0,2.132,7.2,FR,1,documentation,71
Paul F. Tompkins: Driven to Drink,MOVIE,1998,30,0.0,7.0,117.0,0.6,8.0,US,1,comedy,5
The World of Jacques Demy,MOVIE,1995,90,0.0,7.4,501.0,2.368,6.9,BE,3,documentation,-1
Freedom on My Mind,MOVIE,1994,105,0.0,7.8,242.0,1.065,5.7,US,1,documentation,51
Daybreak,MOVIE,1993,91,0.0,5.0,1545.0,6.867,5.3,US,1,romance,3
Indictment: The McMartin Trial,MOVIE,1995,135,0.0,7.6,3450.0,4.047,7.2,US,1,drama,0
In Pursuit of Honor,MOVIE,1995,111,0.0,7.1,1438.0,2.749,5.9,US,1,western,4
The Enemy Within,MOVIE,1994,86,0.0,5.7,1339.0,5.583,5.7,GB,1,drama,34
Miss Evers' Boys,MOVIE,1997,118,0.0,7.1,1224.0,3.144,6.6,US,1,drama,0
David Cross: The Pride Is Back,MOVIE,1999,55,0.0,7.5,644.0,1.921,7.8,US,1,comedy,5
The Last Outlaw,MOVIE,1993,93,0.0,6.2,2589.0,3.553,5.0,US,1,western,4
Ellen DeGeneres: The Beginning,MOVIE,2000,66,0.0,7.5,867.0,2.784,7.1,US,1,comedy,5
The Sissy Duckling,MOVIE,1999,34,0.0,5.3,273.0,2.407,5.0,US,1,family,38
White Mile,MOVIE,1994,96,0.0,5.8,605.0,2.634,5.0,US,1,thriller,1
The Last of the Blonde Bombshells,MOVIE,2000,84,0.0,7.2,1568.0,3.727,6.4,GB,2,comedy,11
Skinheads USA: Soldiers of the Race War,MOVIE,1993,45,0.0,6.2,310.0,0.84,5.0,US,1,documentation,51
Lillehammer ’94: 16 Days of Glory,MOVIE,1994,209,0.0,7.1,79.0,1.015,5.6,US,1,documentation,51
Without Warning: The James Brady Story,MOVIE,1991,90,0.0,6.3,254.0,2.363,6.0,US,1,drama,0
Nagano ’98 Olympics: Stories of Honor and Glory,MOVIE,1998,119,0.0,7.0,49.0,0.6,5.8,US,1,documentation,51
Babe Ruth,MOVIE,1998,60,0.0,7.3,191.0,2.373,6.5,US,1,documentation,51
D.L. Hughley: Going Home,MOVIE,1999,57,0.0,7.2,94.0,0.949,6.0,US,1,comedy,5
Goodnight Moon & Other Sleepytime Tales,MOVIE,1999,27,0.0,7.6,69.0,1.96,10.0,US,1,family,-1
City Dump: The Story of the 1951 CCNY Basketball Scandal,MOVIE,1998,57,0.0,7.5,49.0,0.699,7.0,US,1,history,134
Doctor Who,SHOW,2005,48,14.0,8.6,218162.0,206.516,7.3,GB,1,scifi,37
The Big Bang Theory,SHOW,2007,20,12.0,8.2,782154.0,226.38,7.8,US,1,comedy,8
The Wire,SHOW,2002,59,5.0,9.3,325150.0,36.03,8.5,US,1,drama,24
Fringe,SHOW,2008,48,5.0,8.5,236555.0,62.391,8.1,US,1,scifi,10
Harry Potter and the Philosopher's Stone,MOVIE,2001,153,0.0,7.6,752170.0,214.132,7.9,GB,2,fantasy,145
The Lord of the Rings: The Fellowship of the Ring,MOVIE,2001,179,0.0,8.8,1798012.0,94.64,8.4,NZ,2,fantasy,-1
No Country for Old Men,MOVIE,2007,122,0.0,8.2,939858.0,29.633,7.9,US,1,thriller,1
The Dark Knight,MOVIE,2008,152,0.0,9.0,2555504.0,102.667,8.5,GB,2,thriller,-1
Adaptation.,MOVIE,2002,115,0.0,7.7,190102.0,11.8,7.4,US,1,drama,0
The Mentalist,SHOW,2008,44,7.0,8.1,179569.0,356.313,8.4,US,1,drama,24
Band of Brothers,SHOW,2001,59,1.0,9.4,440706.0,62.034,8.4,US,1,war,80
The Office,SHOW,2001,32,3.0,8.5,109600.0,17.899,7.9,GB,1,comedy,28
The Incredible Hulk,MOVIE,2008,114,0.0,6.6,476962.0,73.754,6.2,US,1,scifi,17
Top Gear,SHOW,2002,58,31.0,8.7,115974.0,41.109,7.4,GB,1,comedy,28
Fullmetal Alchemist: Brotherhood,SHOW,2009,29,1.0,9.1,156503.0,110.534,8.7,JP,1,scifi,20
Chuck,SHOW,2007,43,5.0,8.2,134647.0,35.065,7.8,US,1,action,18
Pride & Prejudice,MOVIE,2005,127,0.0,7.8,287530.0,48.087,8.1,GB,3,romance,-1
Batman Begins,MOVIE,2005,140,0.0,8.2,1426616.0,73.525,7.7,GB,2,crime,-1
Spirited Away,MOVIE,2001,125,0.0,8.6,731729.0,80.217,8.5,JP,1,fantasy,47
Donnie Darko,MOVIE,2001,114,0.0,8.0,783071.0,25.735,7.8,US,1,fantasy,19
Ocean's Eleven,MOVIE,2001,116,0.0,7.7,557622.0,25.226,7.4,US,1,thriller,1
My Big Fat Greek Wedding,MOVIE,2002,96,0.0,6.6,129388.0,15.602,6.5,CA,2,drama,79
The Departed,MOVIE,2006,151,0.0,8.5,1283897.0,32.989,8.2,US,1,drama,0
Inception,MOVIE,2010,148,0.0,8.8,2268288.0,109.09,8.4,GB,2,scifi,-1
Reno 911!,SHOW,2003,20,7.0,7.9,19836.0,20.766,7.3,US,1,comedy,8
Deadwood,SHOW,2004,53,3.0,8.6,104171.0,20.831,8.1,US,1,western,-1
